text,personality,thinking,abilities,experience,no_signal,label_combo,source
Question: How do you usually behave in team settings? Answer: I like predictable processes and proven methods more than risky experiments. The details depended on the context and team needs.,1,0,0,0,0,personality,synthetic_combo
"Question: Tell me about your professional experience. Answer: The work was complex because it involved multiple teams, dependencies, incidents, and operational constraints.",0,0,0,1,0,experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I break complex questions into smaller parts and build the answer in a transparent sequence. On top of that, I built the solution end-to-end, documented the steps, and made sure it was usable by the team afterward.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I translated a vague need into concrete execution steps and delivered a working solution. Also, I was responsible for one major component in a customer-facing workflow and handled planning, execution, and release follow-up.",0,0,1,1,0,abilities+experience,synthetic_combo
Question: What have you done in practice? Answer: I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow.,0,0,1,0,0,abilities,synthetic_combo
Question: How do you think through a difficult problem? Answer: I try to make my conclusions traceable so someone else can follow the logic. Not every part of the work was equally difficult.,0,1,0,0,0,thinking,synthetic_combo
I do not have much to add.,0,0,0,0,1,none,synthetic_combo
"Question: Describe the scale and responsibility of your previous work. Answer: I worked on a multi-team production system with APIs, SQL, dashboards, and release processes across engineering, product, and operations.",0,0,0,1,0,experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I like predictable processes and proven methods more than risky experiments. More specifically, First I checked the assumptions, then compared the alternatives, and only after that did I reach a conclusion.",1,1,0,0,0,personality+thinking,synthetic_combo
"Question: Tell me about your professional experience. Answer: My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery.",0,0,0,1,0,experience,synthetic_combo
"Question: How do you approach complex decisions? Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one. Not every part of the work was equally difficult.",0,1,0,0,0,thinking,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I stay composed under pressure and do not get emotionally overwhelmed easily. In practice, I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow.",1,0,1,0,0,personality+abilities,synthetic_combo
Question: Describe something concrete you implemented. Answer: I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow.,0,0,1,0,0,abilities,synthetic_combo
